ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,MISSION_DATE,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE
"
109",438,179-51,307th Bomb Wing,6/6/51,B-29,6,,,,Chinnampo,Marshalling yard,,YC 1090,51SYC1090,38.73373N, 125.41599E,,,48,2000 GP,Visual,,,Interdiction,18000 - 18500,,Bombs fell across the choke point in the marshalling yards at Chinnampo.,0.1,Non-delay,96000,EXETER
"
110",438,179-51,307th Bomb Wing,6/6/51,B-29,7,,1,,Hamhung,Supply center,,CV 7418,52SCK7418,39.90272N, 127.52601E,,,48,2000 GP,Visual,,,Interdiction,14000 - 17000,,1 aircraft experienced a bomb bay door malfunction and went on to a secondary target. ,0.1,Non-delay,96000,EXETER
"
111",438,179-51,307th Bomb Wing,6/6/51,B-29,5,1,,,,Troop Concentrations,,CT 5649,52SCH5649,38.37762N, 127.35142E,,,10,500 GP,,,,Interdiction,,,Excellent results,VT delay arming action,Non-delay,5000,EXETER
"
112",438,179-51,307th Bomb Wing,6/6/51,B-29,5,1,,,,Troop Concentrations,,CT 5151,52SCH5151,38.39481N, 127.29378E,,,10,500 GP,,,,Interdiction,,,Direct hits,VT delay arming action,Non-delay,5000,EXETER
"
113",438,179-51,307th Bomb Wing,6/6/51,B-29,5,1,,,,Troop Concentrations,,CT 4954,52SCH4954,38.42150N, 127.27024E,,,10,500 GP,,,,Interdiction,,,,VT delay arming action,Non-delay,5000,EXETER
"
114",438,179-51,307th Bomb Wing,6/6/51,B-29,5,1,,,,Road junction,,CT 5146,52SCH5146,38.34977N, 127.29484E,,,10,500 GP,,,,Interdiction,,,Excellent results,VT delay arming action,Non-delay,5000,EXETER
"
115",438,179-51,307th Bomb Wing,6/6/51,B-29,5,1,,,,Command post headquarters,,CT 5551,52SCH5551,38.39547N, 127.33957E,,,10,500 GP,,,,Interdiction,,,Direct hits,VT delay arming action,Non-delay,5000,EXETER
"
116",438,179-51,307th Bomb Wing,6/6/51,B-29,5,1,,,,Supply center,,CT 4645,52SCH4645,38.33992N, 127.23786E,,,10,500 GP,,,,Interdiction,,,Direct hits,VT delay arming action,Non-delay,5000,EXETER
"
117",438,179-51,307th Bomb Wing,6/6/51,B-29,5,,,,,Troop Concentrations,,CT 4848,52SCH4848,38.36728N, 127.26009E,,,20,500 GP,,,,Interdiction,,,,VT delay arming action,Non-delay,10000,EXETER
"
119",438,179-51,307th Bomb Wing,6/6/51,B-29,5,1,,,,Communications center,,CT 4643,52SCH4643,38.32190N, 127.23830E,,,20,500 GP,,,,Interdiction,,,Excellent results,VT delay arming action,Non-delay,10000,EXETER
"
120",438,179-51,91st Strategic Recon Sq,6/6/51,,2,,,,,,,,,,,,,,,,,,Recon,,,"""Pre-strike photo numbers BCP-27-5-26, BCP-14-5-8, BCP-27-5-29, BCP-6-6-2, BCP-6-6-1, and BCP- 4-6-3. Bomb damage assesment photo numbers BCA-4-6-2 and BCA-4-6-1. Photo mapping lines 10 and 11""",,,,EXETER
"
121",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,Jettisoned,,,,,,3731N,13137E,2,500 GP,,,,,,,,VT delay arming action,Non-delay,1000,EXETER
"
122",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 4437,52SCH4437,38.26751N, 127.21675E,,,18,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,9000,EXETER
"
123",439,180-51,98th Bomb Wing,6/7/51,B-29,13,,2,,,,,CT 3868,52SCH3868,38.54568N, 127.14106E,,,20,500 GP,,,,Interdiction,17000 - 19400,,"""2 aircraft  aborted, one experienced failure in number 3 engine and the other because of oil system failure in number 1 engine.""",VT delay arming action,Non-delay,10000,EXETER
"
124",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5145,52SCH5145,38.34076N, 127.29505E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
125",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 6332,52SCH6332,38.22556N, 127.43483E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
126",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 6641,52SCH6641,38.30710N, 127.46739E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
127",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5348,52SCH5348,38.36812N, 127.31730E,,,20,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,10000,EXETER
"
128",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5946,52SCH5946,38.35107N, 127.38636E,,,20,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,10000,EXETER
"
129",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 6048,52SCH6048,38.36924N, 127.39740E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
130",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5649,52SCH5649,38.37762N, 127.35142E,,,20,500 GP,,,,Interdiction,17000 - 19400,,Bombs hit 75 ft from the desired aiming point,VT delay arming action,Non-delay,10000,EXETER
"
131",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5651,52SCH5651,38.39563N, 127.35101E,,,20,500 GP,,,,Interdiction,17000 - 19400,,Direct hits,VT delay arming action,Non-delay,10000,EXETER
"
132",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 6634,52SCH6634,38.24403N, 127.46871E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
133",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5038,52SCH5038,38.27754N, 127.28510E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
134",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 3637,52SCH3637,38.26608N, 127.12535E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
135",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 3336,52SCH3336,38.25652N, 127.09131E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
136",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5137,52SCH5137,38.26870N, 127.29674E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
137",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5137,52SCH5137,38.26870N, 127.29674E,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000,EXETER
"
138",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5455,52SCH5455,38.43134N, 127.32729E,,,20,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,10000,EXETER
"
139",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 4854,52SCH4854,38.42133N, 127.25879E,,,20,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,10000,EXETER
"
140",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5449,52SCH5449,38.37729N, 127.32853E,,,20,500 GP,,,,Interdiction,17000 - 19400,,Direct hits,VT delay arming action,Non-delay,10000,EXETER
"
141",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 3038,52SCH3038,38.27397N, 127.05656E,,,40,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,20000,EXETER
"
142",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,BT 5522,52SBH5522,38.11262N, 126.20547E,,,40,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,20000,EXETER
"
143",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,,,CT 5946,52SCH5946,38.35107N, 127.38636E,,,40,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,20000,EXETER
"
144",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,Jettisoned,,,,,,2509N,13922E,40,500 GP,,,,,,,,VT delay arming action,Non-delay,20000,EXETER
"
145",439,180-51,98th Bomb Wing,6/7/51,B-29,13,1,,,,Jettisoned,,,,,,3621N,14120E,40,500 GP,,,,,,,,VT delay arming action,Non-delay,20000,EXETER
"
146",439,180-51,91st Strategic Recon Sq,6/7/51,,1,,1,,BCP-6-6-1,Railroad bridge Tanchon,,DV 9077,52TDK9077,40.44359N, 128.88208E,,,,,,,,Recon,20000 - 35000,,One aircraft accomplished photographic coverage of BCP-5-6-16. The other aircraft was ineffective due to weather. Poor results due to weather,,,,EXETER
"
147",439,180-51,91st Strategic Recon Sq,6/7/51,,1,1,,,BCP-6-6-2,Liancourt Rocks,,,,,,3715N,13153E,,,,,,Recon,,,,,,,EXETER
"
148",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troops and supplies,,CT 3739,52SCH3739,38.28428N, 127.13631E,,,8,500 GP,,,,Interdiction,12000 - 18000,,Good results,VT delay arming action,Non-delay,4000,EXETER
"
149",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Jettisoned,,,,,,3825N,12659E,8,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,4000,EXETER
"
150",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troops and supplies,,CT 5692,52SCH5692,38.76497N, 127.34254E,,,19,500 GP,,,,Interdiction,12000 - 18000,,Excellent results,VT delay arming action,Non-delay,9500,EXETER
"
151",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 5947,52SCH5947,38.36008N, 127.38615E,,,19,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,9500,EXETER
"
152",440,181-51,19th Bomb Group,6/8/51,B-29,16,,2,,,Troops and supplies,,CT 2554,52SCH2554,38.41712N, 126.99546E,,,20,500 GP,,,,Interdiction,12000 - 18000,,"""2 aircraft aborted, one because of mechanical difficulties and the other because of active bomb fuzes. Very good results""",VT delay arming action,Non-delay,10000,EXETER
"
153",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troops and supplies,,CT 4038,52SCH4038,38.27581N, 127.17082E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
154",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troops and supplies,,CT 4632,52SCH4632,38.22281N, 127.24069E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
155",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troops and supplies,,CT 3230,52SCH3230,38.20229N, 127.08130E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
156",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 5841,52SCH5841,38.30587N, 127.37592E,,,20,500 GP,,,,Interdiction,12000 - 18000,,Excellent results,VT delay arming action,Non-delay,10000,EXETER
"
157",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 5440,52SCH5440,38.29621N, 127.33040E,,,20,500 GP,,,,Interdiction,12000 - 18000,,Excellent results,VT delay arming action,Non-delay,10000,EXETER
"
158",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 4644,52SCH4644,38.33091N, 127.23808E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
159",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 4543,52SCH4543,38.32173N, 127.22686E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
160",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 5231,52SCH5231,38.21481N, 127.30941E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
161",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 3445,52SCH3445,38.33777N, 127.10062E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
162",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 6329,52SCH6329,38.19853N, 127.43541E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
163",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 6732,52SCH6732,38.22616N, 127.48051E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
164",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 4638,52SCH4638,38.27686N, 127.23939E,,,20,500 GP,,,,Interdiction,12000 - 18000,,Good results,VT delay arming action,Non-delay,10000,EXETER
"
165",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Enemy approach route,,CT 3639,52SCH3639,38.28410N, 127.12488E,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
166",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Jettisoned,,,,,,3412N,13006E,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000,EXETER
"
167",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troops and supplies,,CT 5145,52SCH5145,38.34076N, 127.29505E,,,21,500 GP,,,,Interdiction,12000 - 18000,,Excellent results,VT delay arming action,Non-delay,10500,EXETER
"
168",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 5448,52SCH5448,38.36828N, 127.32874E,,,21,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10500,EXETER
"
169",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 5140,52SCH5140,38.29572N, 127.29610E,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000,EXETER
"
170",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 3842,52SCH3842,38.31148N, 127.14705E,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000,EXETER
"
171",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Troop concentrations,,CT 5440,52SCH5440,38.29621N, 127.33040E,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000,EXETER
"
172",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Unknown target,,DT 2536,52SDH2536,38.26892N, 128.14263E,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000,EXETER
"
173",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Unknown target,,DT 1748,52SDH1748,38.37635N, 128.04977E,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000,EXETER
"
174",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,Sariwon,Marshalling yards,,YC 4065,51SYC4065,38.50105N, 125.75216E,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000,EXETER
"
175",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Jettisoned,,,,,,2752N,12814E,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000,EXETER
"
176",440,181-51,19th Bomb Group,6/8/51,B-29,16,1,,,,Jettisoned,,,,,,3132N,12723E,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000,EXETER
"
177",440,181-51,91st Strategic Recon Sq,6/8/51,,1,,,,BCA-7-6-1 Chinnampo,Supply center,,YC 0989,51SYC0989,38.72496N, 125.40419E,,,,,,,,Recon,,,Photographic coverage of target of opportunity at CV 7810 at 7800ft. Poor results due to inclement weather conditions.,,,,EXETER
"
178",441,183-51,98th Bomb Wing,6/9/51,B-29,1,,,,Kumsong,Supply center,,CT 7952,52SCH7952,38.40805N, 127.61414E,,,12,1000 GP,Shoran radar,,,Interdiction,16000,,Vectored to this target due to internal failuer of number 2 engine.,0.01,Non-delay,12000,EXETER
"
179",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,10 miles due west of Kadena,Jettisoned,,,,,,,,1,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,500,EXETER
"
180",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Troop concentrations,,CT 8456,52SCH8456,38.44475N, 127.67073E,,,8,500 GP,,,,Interdiction,18000,,Excellent results 2 secondary explosions observed,VT delay arming action,Non-delay,4000,EXETER
"
181",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Troop concentrations,,CT 6340,52SCH6340,38.29763N, 127.43328E,,,9,500 GP,,,,Interdiction,18000,,Excellent results 2 secondary explosions observed,VT delay arming action,Non-delay,4500,EXETER
"
182",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Road supply routes,,DT 1647,52SDH1647,38.36724N, 128.03845E,,,9,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,4500,EXETER
"
183",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Ammunition dumps,,CT 1640,52SCH1640,38.28923N, 126.89608E,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000,EXETER
"
184",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Ammunition dumps,,DT 0920,52SDH0920,38.12326N, 127.96180E,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000,EXETER
"
185",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Road supply routes,,DT 1635,52SDH1635,38.25911N, 128.03987E,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000,EXETER
"
186",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Troops and supplies,,CT 5839,52SCH5839,38.28785N, 127.37632E,,,20,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000,EXETER
"
187",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Ammunition dumps,,CT 3037,52SCH3037,38.26497N, 127.05680E,,,20,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000,EXETER
"
188",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Troop supplies and vehicles,,CT 5940,52SCH5940,38.29701N, 127.38755E,,,20,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000,EXETER
"
189",441,183-51,307th Bomb Wing,6/9/51,B-29,5,1,,,,Troop concentrations,,CT 6240,52SCH6240,38.29748N, 127.42185E,,,23,500 GP,,,,Interdiction,18000,,Excellent results 2 secondary explosions observed,VT delay arming action,Non-delay,11500,EXETER
"
190",441,183-51,307th Bomb Wing,6/9/51,B-29,5,,,,,Troop concentrations,,CT 3735,52SCH3735,38.24825N, 127.13723E,,,40,500 GP,,,,Interdiction,18000,,8 large and 3 small secondary explosions observed,VT delay arming action,Non-delay,20000,EXETER
"
191",441,183-51,91st Strategic Recon Sq,6/9/51,,1,,,,Haeju,Airfield,,YC 4510,51SYC4510,38.00460N, 125.79042E,,,,,,,,Recon,20000,,Good results,,,,EXETER
"
192",441,183-51,91st Strategic Recon Sq,6/9/51,,1,1,,,Haeju,Marshalling yards,,YC 3812,51SYC3812,38.02447N, 125.71144E,,,,,,,,Recon,20000,,Good results,,,,EXETER
"
193",441,183-51,91st Strategic Recon Sq,6/9/51,,1,1,,,Onjong-ji,Air field,,YC 1747,51SYC1747,38.34488N, 125.48310E,,,,,,,,Recon,20000,,Good results,,,,EXETER
"
194",441,183-51,91st Strategic Recon Sq,6/9/51,,1,1,,,Sinchon,Supply center,,XD 9408,51SXD9408,38.89947N, 125.23711E,,,,,,,,Recon,20000,,Good results,,,,EXETER
"
195",442,184-51,98th Bomb Wing,6/10/51,B-29,1,,,,,Highway bridge,,BT 6946,52SBH6946,38.33238N, 126.35718E,,,8,500 GP,Shoran radar,,,Interdiction,17000 - 25000,,,,,4000,EXETER
"
197",442,184-51,98th Bomb Wing,6/10/51,B-29,2,1,,,,Close support targets,,DT 2538,52SDH2538,38.28694N, 128.14242E,,,8,500 GP,Radar,,,Interdiction,18000,,,VT delay arming action,Non-delay,4000,EXETER
"
198",442,184-51,98th Bomb Wing,6/10/51,B-29,2,1,,,,Close support targets,,DT 1734,52SDH1734,38.25019N, 128.05142E,,,8,500 GP,Radar,,,Interdiction,18000,,,VT delay arming action,Non-delay,4000,EXETER
"
199",442,184-51,98th Bomb Wing,6/10/51,B-29,2,1,,,,Close support targets,,DT 1234,52SDH1234,38.24971N, 127.99428E,,,8,500 GP,Radar,,,Interdiction,18000,,,VT delay arming action,Non-delay,4000,EXETER
"
200",442,184-51,98th Bomb Wing,6/10/51,B-29,2,1,,,,Close support targets,,DT 1140,52SDH1140,38.30368N, 127.98210E,,,8,500 GP,Radar,,,Interdiction,18000,,,VT delay arming action,Non-delay,4000,EXETER
"
201",442,184-51,98th Bomb Wing,6/10/51,B-29,2,1,,,,Close support targets,,CT 8436,52SCH8436,38.26456N, 127.67403E,,,20,500 GP,Radar,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000,EXETER
"
202",442,184-51,98th Bomb Wing,6/10/51,B-29,2,1,,,,Close support targets,,CT 7754,52SCH7754,38.42580N, 127.59089E,,,20,500 GP,Radar,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000,EXETER
"
203",442,184-51,307th Bomb Wing,6/10/51,B-29,1,1,,,Haeju,Supply center,,YC 3812,51SYC3812,38.02447N, 125.71144E,,,40,500 GP,Radar,,,Interdiction,10000,,Aircraft suffered an engine failure and bombed target of opportunity.,50% .01 and 50% instantaneous,Non-delay,20000,EXETER
"
204",442,184-51,307th Bomb Wing,6/10/51,B-29,15,1,2,,,Jettisoned,,,,,,,,41,500 GP,,,,Interdiction,18000,,,50% .01 and 50% instantaneous,,20500,EXETER
"
205",442,184-51,307th Bomb Wing,6/10/51,B-29,15,1,2,,Sariwon,Supply center,,YC 4066,51SYC4066,38.51005N, 125.75250E,,,243,500 GP,Radar,,,Interdiction,17000 - 18500,,"""2 aircraft aborted, one due to number 3 engine failure, the other suffered engine failure and bombed a target of oportunity.""",instantaneous,Non-delay,121500,EXETER
"
206",442,184-51,307th Bomb Wing,6/10/51,B-29,15,,2,,Sariwon,Supply center,,YC 4066,51SYC4066,38.51005N, 125.75250E,,,244,500 GP,Radar,,,Interdiction,17000 - 18500,,"""2 aircraft aborted, one due to number 3 engine failure, the other suffered engine failure and bombed a target of oportunity.""",0.01,Non-delay,122000,EXETER
"
207",443,185-51,19th Bomb Group,6/11/51,B-29,1,,,,,Highway bridge,,BT 8051,52SBH8051,38.38017N, 126.48136E,,,12,1000 GP,Shoran radar,,,Interdiction,25000,,,0.01,Non-delay,12000,EXETER
"
208",443,185-51,19th Bomb Group,6/11/51,B-29,2,1,,,,Troop concentrations,,CT 3749,52SCH3749,38.37436N, 127.13400E,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000,EXETER
"
209",443,185-51,19th Bomb Group,6/11/51,B-29,2,1,,,,Troop concentrations,,CT 3846,52SCH3846,38.34751N, 127.14613E,,,11,500 GP,,,,Interdiction,18000,,Fires observed,VT delay arming action,Non-delay,5500,EXETER
"
210",443,185-51,19th Bomb Group,6/11/51,B-29,2,1,,,,Troop concentrations,,CT 3847,52SCH3847,38.35652N, 127.14590E,,,19,500 GP,,,,Interdiction,18000,,Fires observed,VT delay arming action,Non-delay,9500,EXETER
"
211",443,185-51,19th Bomb Group,6/11/51,B-29,2,,,,,Troop concentrations,,CT 7852,52SCH7852,38.40792N, 127.60269E,,,20,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000,EXETER
"
212",443,185-51,19th Bomb Group,6/11/51,B-29,2,1,,,,Troop concentrations,,CT 8148,52SCH8148,38.37228N, 127.63772E,,,20,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000,EXETER
"
213",443,185-51,19th Bomb Group,6/11/51,B-29,1,1,,,Hamhung,Airfield,,CV 6825,52SCK6825,39.96485N, 127.45443E,,,40,500 GP,Radar,,,Interdiction,15000 - 21500,,1 aircraft aborted 45 minutes after takeoff due to fire in number 4 engine.,,0.25,20000,EXETER
"
214",443,185-51,19th Bomb Group,6/11/51,B-29,1,1,,,,Jettisoned,,,,,,,,40,500 GP,,,,,,,,,0.25,20000,EXETER
"
215",443,185-51,19th Bomb Group,6/11/51,B-29,13,,1,,Hamhung,Supply center,,CV 7418,52SCK7418,39.90272N, 127.52601E,,,440,500 GP,Radar,,,Interdiction,15000 - 21500,,1 aircraft aborted 45 minutes after takeoff due to fire in number 4 engine.,,0.25,220000,EXETER
"
216",443,185-51,91st Strategic Recon Sq,6/11/51,B-29,2,,,,"""BCP-8-6-3,BCP-27-4-5,BCP-27-4-4,BCP-11-6-1""",Marshalling yard,,"""DA 5415, CU 7651""",,,,,,,,,,,Interdiction,10000 -36000,,Also conducted a radar run from IP CU 7651 to Hamhung marshalling yards. Reconnaissance conducted with fair results,,,,EXETER
"
217",444,186-51,19th Bomb Group,6/12/51,B-29,1,,,,,Jettisoned,,,,,,,,6,100 GP,,,,,,,,50% fuzed VD 1 to 144 hours,,600,EXETER
"
218",444,186-51,19th Bomb Group,6/12/51,B-29,7,,,,Hamhung,Supply center,,CV 7418,52SCK7418,39.90272N, 127.52601E,,,570,100 GP,Visual,,,Interdiction,18000,,,50% fuzed VD 1 to 144 hours,,57000,EXETER
"
219",444,186-51,19th Bomb Group,6/12/51,B-29,4,,,,Sariwon,Airfield,,YC 4358,51SYC4358,38.43723N, 125.78410E,,,576,100 GP,Visual,,,Interdiction,15000 - 25000,,Excellent results. Bomb patteren walked across the runway.,50% fuzed VD 1 to 144 hours,,57600,EXETER
